Id,SalePrice
1461,122596.127
1462,146499.6652
1463,176726.9767
1464,171281.647
1465,220377.6371
1466,171874.08
1467,167502.6353
1468,159136.2576
1469,225480.8542
1470,111148.4013
1471,165411.2675
1472,99310.57683
1473,96785.7847
1474,142192.304
1475,111311.4111
1476,363674.889
1477,257793.2205
1478,332899.192
1479,313705.314
1480,495792.3079
1481,325961.6647
1482,231465.8595
1483,169794.8265
1484,175731.5239
1485,186627.6227
1486,191916.1353
1487,324532.957
1488,242302.9736
1489,197908.3656
1490,249096.3793
1491,186274.008
1492,111085.3545
1493,206677.1861
1494,299633.3154
1495,290927.6363
1496,242879.7553
1497,177592.3809
1498,166574.5734
1499,155964.6266
1500,147329.8359
1501,205882.433
1502,154127.8912
1503,270047.7564
1504,245943.1007
1505,233096.9638
1506,189134.3119
1507,234089.0047
1508,200468.4939
1509,153345.944
1510,133242.6667
1511,142460.5483
1512,162585.6772
1513,160344.5738
1514,132453.7617
1515,207863.3734
1516,166859.0529
1517,172301.1755
1518,135789.3416
1519,209290.7431
1520,124632.5238
1521,123310.0187
1522,189997.2629
1523,100993.2716
1524,123715.2096
1525,115004.1193
1526,115910.8721
1527,109803.7686
1528,126412.6028
1529,132295.0967
1530,194435.5691
1531,169547.9142
1532,106371.4559
1533,145259.8593
1534,113309.0518
1535,136918.0879
1536,107075.045
1537,69035.92993
1538,147377.7156
1539,214018.1463
1540,140133.7025
1541,136943.766
1542,180000
1543,181701.2374
1544,87874.89917
1545,127542.6924
1546,145183.6537
1547,153418.2091
1548,143810.0811
1549,120244.9971
1550,152180.562
1551,132639.9317
1552,146730.9371
1553,125663.4685
1554,111027.7138
1555,182437.6577
1556,102394.9488
1557,78733.57035
1558,78102.54028
1559,116242.3521
1560,140308.5717
1561,90663.54929
1562,117494.4069
1563,120927.8689
1564,155787.8829
1565,146159.455
1566,244013.4078
1567,79824.95715
1568,214667.7917
1569,137145.7457
1570,148655.9758
1571,117430.8659
1572,140596.9446
1573,235522.1915
1574,141737.1693
1575,238158.3822
1576,209235.6437
1577,192754.7266
1578,145383.6116
1579,149305.0421
1580,197990.6738
1581,148500.2492
1582,141324.7336
1583,265333.8255
1584,219216.2427
1585,131517.0603
1586,49491.18708
1587,106345.3011
1588,170145.177
1589,80822.78485
1590,137549.5825
1591,87553.44143
1592,130755.0854
1593,122027.6315
1594,129163.7091
1595,124497.4808
1596,248673.6252
1597,198171.7543
1598,204066.2461
1599,204332.5892
1600,195148.4018
1601,53838.37067
1602,126006.9247
1603,83849.97817
1604,288205.8517
1605,225811.6971
1606,148804.1946
1607,183563.2675
1608,207516.8606
1609,176697.5588
1610,143235.1474
1611,145096.8269
1612,194943.3324
1613,157677.8139
1614,146414.5408
1615,76780.91942
1616,66535.85151
1617,81361.95351
1618,115968.7698
1619,121528.2675
1620,178941.3994
1621,127580.0197
1622,145213.0395
1623,268179.1503
1624,199616.0793
1625,122992.021
1626,173554.4024
1627,181751.3451
1628,286005.0429
1629,187625.5475
1630,345500.8421
1631,267257.9617
1632,251541.7934
1633,186993.0288
1634,191510.633
1635,177799.3785
1636,154234.3263
1637,190888.026
