Id,SalePrice
1461,109743.5589
1462,146890.3019
1463,163337.7674
1464,173724.5706
1465,252614.4164
1466,176949.0744
1467,161729.0986
1468,165962.0159
1469,192018.4599
1470,108222.5121
1471,185490.3555
1472,95997.98518
1473,89961.9659
1474,146894.199
1475,123871.3963
1476,372919.8917
1477,251485.0901
1478,320707.8049
1479,315770.4914
1480,433188.7714
1481,280467.8025
1482,239303.1633
1483,174733.0388
1484,159481.4285
1485,196668.7752
1486,198649.0587
1487,359839.525
1488,250077.3704
1489,195496.3313
1490,246054.7723
1491,183336.2726
1492,126072.5684
1493,186138.4195
1494,313620.0169
1495,306449.5156
1496,259319.1196
1497,201093.101
1498,173336.3215
1499,173336.3215
1500,163310.2651
1501,179270.4134
1502,166397.1266
1503,278775.4114
1504,232192.035
1505,220617.0727
1506,187203.0786
1507,214148.072
1508,183316.3621
1509,155443.8492
1510,140569.6452
1511,139514.9789
1512,156645.4467
1513,181737.6608
1514,146458.9693
1515,218249.1922
1516,163665.973
1517,152058.5791
1518,162081.1494
1519,184483.3164
1520,124026.735
1521,127669.8123
1522,191353.618
1523,106113.7257
1524,119458.4317
1525,114138.3823
1526,115063.6083
1527,114178.6543
1528,123794.9468
1529,137273.5277
1530,171379.4462
1531,142048.8748
1532,98001.08747
1533,112200.976
1534,113696.1695
1535,132679.0255
1536,100966.049
1537,72502.3644
1538,156837.9615
1539,202874.6011
1540,143936.8542
1541,127431.6327
1542,137610.8362
1543,155885.7746
1544,93547.43051
1545,121961.8715
1546,155611.609
1547,146968.8959
1548,138384.6327
1549,115930.348
1550,153888.5999
1551,123184.3662
1552,150992.5107
1553,120879.0315
1554,113546.5961
1555,196601.6459
1556,134945.7861
1557,108490.2292
1558,78252.57622
1559,123385.0072
1560,159860.6895
1561,137475.5498
1562,109270.1435
1563,107650.9981
1564,174824.1114
1565,149788.8364
1566,244765.5371
1567,94740.2574
1568,225978.3113
1569,113647.2184
1570,135999.1519
1571,98103.44091
1572,120282.0998
1573,199233.3474
1574,138964.5951
1575,228512.0189
1576,211566.5928
1577,189055.9591
1578,151638.1013
1579,152412.3766
1580,199309.8955
1581,142109.9705
1582,139475.2789
1583,265553.2888
1584,227869.1976
1585,155320.987
1586,44677.2965
1587,103919.3163
1588,140518.2247
1589,99540.08168
1590,134931.6816
1591,93458.9649
1592,120199.1958
1593,141342.9257
1594,147054.7914
1595,136258.4354
1596,234821.4526
1597,196541.4325
1598,209452.905
1599,172080.5262
1600,181159.3061
1601,47057.13659
1602,120192.7969
1603,92449.87044
1604,285784.9736
1605,218728.861
1606,160050.7267
1607,197235.8505
1608,215652.0905
1609,187346.3891
1610,150230.0596
1611,125984.9199
1612,188599.8814
1613,153969.6848
1614,132287.4125
1615,68040.10784
1616,68040.10784
1617,79436.44854
1618,105843.2384
1619,115144.0335
1620,186214.3287
1621,119526.4441
1622,123804.7863
1623,231193.4888
1624,176235.5225
1625,115087.8098
1626,173634.6845
1627,174231.2231
1628,253957.8574
1629,206275.0449
1630,363704.4183
1631,250042.1302
1632,269927.4388
1633,197131.3882
1634,180932.0614
1635,168911.1737
1636,171178.8248
1637,180974.8877
1638,200523.0391
1639,187342.7184
1640,236549.0258
1641,189424.4769
1642,222165.9787
1643,233695.5273
1644,230052.4499
1645,181895.1648
1646,155248.9421
1647,171809.4069
1648,137562.6608
1649,118924.205
1650,107181.6328
1651,107181.6328
1652,95997.98518
1653,95997.98518
1654,152489.5944
1655,157208.0141
1656,147169.545
1657,152489.5944
1658,152251.2378
1659,123596.0504
1660,148451.0026
1661,416800.4459
1662,356952.6853
1663,375881.4623
1664,435084.1356
1665,359458.7011
1666,322733.6729
1667,335014.3444
1668,359863.4875
1669,311050.7587
1670,363622.2181
1671,249747.7319
1672,364309.0793
1673,289141.7961
1674,264346.5873
1675,214393.6142
1676,211386.6298
1677,226501.429
1678,424223.7085
1679,337628.9553
1680,356620.7008
1681,331870.9057
1682,309409.5628
1683,229219.2803
1684,182631.0839
1685,172489.3743
1686,173094.6717
1687,196668.7752
1688,192692.9164
1689,190611.158
1690,184539.3625
1691,176038.8487
1692,276757.5827
1693,187392.5288
1694,168795.5205
1695,194825.3734
1696,243527.0147
1697,194550.0274
1698,342441.6623
1699,327476.9795
1700,273461.7937
1701,295457.9612
1702,246641.613
1703,253720.4477
1704,256264.8192
1705,268188.6434
1706,398703.0981
1707,247035.8887
1708,206136.4301
1709,258426.4547
1710,230180.516
1711,279456.9181
1712,252617.2461
1713,241843.9394
1714,214868.2503
1715,199531.7821
1716,178953.862
1717,174501.2119
1718,135502.0755
1719,192183.7461
1720,219459.0449
1721,172939.8931
1722,120849.8893
1723,143642.5707
1724,203765.9794
1725,219386.2459
1726,175334.1481
1727,173438.2823
1728,176454.9043
1729,151169.6694
1730,176693.8393
1731,125755.2271
1732,119047.3388
1733,107650.9981
1734,116671.9514
1735,115508.3688
1736,110426.676
1737,316689.874
1738,255766.8468
1739,298385.9649
1740,222040.6879
1741,194862.1746
1742,179270.4134
1743,187908.6307
1744,295493.3119
1745,240215.7908
1746,321448.1975
1747,210506.9922
1748,222257.5865
1749,156138.3305
1750,140359.0174
1751,223562.022
1752,107893.1069
1753,159999.3909
1754,200883.786
1755,174836.1016
1756,118192.678
1757,107893.1069
1758,156651.8787
1759,178527.8972
1760,154529.8482
1761,162591.7355
1762,181233.3357
1763,179506.4091
1764,113444.4628
1765,184301.5733
1766,174733.3904
1767,190601.8719
1768,129166.2544
1769,188946.9502
1770,132253.1159
1771,127438.5058
1772,137847.2981
1773,133767.5306
1774,177231.7248
1775,131450.5933
1776,133630.4504
1777,103787.4166
1778,122631.8459
1779,107275.7091
1780,170001.2448
1781,127322.8526
1782,67578.5183
1783,114454.2675
1784,71978.08029
1785,108332.5624
1786,174990.5596
1787,163296.9888
1788,24312.36838
1789,106313.1263
1790,63704.13449
1791,218823.2008
1792,149839.4597
1793,148203.5298
1794,141509.8715
1795,133937.1381
1796,154568.5804
1797,129929.0647
1798,118128.4194
1799,100259.9926
1800,124275.4899
1801,113284.2271
1802,150862.3026
1803,164750.8116
1804,131532.6258
1805,139743.7871
1806,120764.8048
1807,160795.4437
1808,115889.8137
1809,103219.8608
1810,135642.7984
1811,91133.80704
1812,95296.69515
1813,105765.6588
1814,89118.71967
1815,24436.50143
1816,90921.84952
1817,110610.7609
1818,147088.1891
1819,120741.084
1820,78954.07779
1821,124015.6556
1822,147731.1224
1823,56676.06188
1824,165609.6647
1825,149315.8009
1826,110432.323
1827,118955.3688
1828,145152.2839
1829,168993.3817
1830,150617.9578
1831,161506.9178
1832,113451.7573
1833,154748.2726
1834,96419.44942
1835,107718.794
1836,143577.6148
1837,88021.92529
1838,101190.3528
1839,80336.93225
1840,110780.2506
1841,126916.0955
1842,99788.94279
1843,127798.6498
1844,158052.4542
1845,167209.8163
1846,153936.2389
1847,207609.7406
1848,27509.17193
1849,111146.6336
1850,114557.264
1851,124468.7749
1852,125034.0824
1853,118526.4638
1854,167535.426
1855,180721.8324
1856,205334.3763
